Date,GOP
1921.02,0
1921.03,1
1921.04,1
1921.05,1
1921.06,1
1921.07,1
1921.08,1
1921.09,1
1921.1,1
1921.11,1
1921.12,1
1922.01,1
1922.02,1
1922.03,1
1922.04,1
1922.05,1
1922.06,1
1922.07,1
1922.08,1
1922.09,1
1922.1,1
1922.11,1
1922.12,1
1923.01,1
1923.02,1
1923.03,1
1923.04,1
1923.05,1
1923.06,1
1923.07,1
1923.08,1
1923.09,1
1923.1,1
1923.11,1
1923.12,1
1924.01,1
1924.02,1
1924.03,1
1924.04,1
1924.05,1
1924.06,1
1924.07,1
1924.08,1
1924.09,1
1924.1,1
1924.11,1
1924.12,1
1925.01,1
1925.02,1
1925.03,1
1925.04,1
1925.05,1
1925.06,1
1925.07,1
1925.08,1
1925.09,1
1925.1,1
1925.11,1
1925.12,1
1926.01,1
1926.02,1
1926.03,1
1926.04,1
1926.05,1
1926.06,1
1926.07,1
1926.08,1
1926.09,1
1926.1,1
1926.11,1
1926.12,1
1927.01,1
1927.02,1
1927.03,1
1927.04,1
1927.05,1
1927.06,1
1927.07,1
1927.08,1
1927.09,1
1927.1,1
1927.11,1
1927.12,1
1928.01,1
1928.02,1
1928.03,1
1928.04,1
1928.05,1
1928.06,1
1928.07,1
1928.08,1
1928.09,1
1928.1,1
1928.11,1
1928.12,1
1929.01,1
1929.02,1
1929.03,1
1929.04,1
1929.05,1
1929.06,1
1929.07,1
1929.08,1
1929.09,1
1929.1,1
1929.11,1
1929.12,1
1930.01,1
1930.02,1
1930.03,1
1930.04,1
1930.05,1
1930.06,1
1930.07,1
1930.08,1
1930.09,1
1930.1,1
1930.11,1
1930.12,1
1931.01,1
1931.02,1
1931.03,1
1931.04,1
1931.05,1
1931.06,1
1931.07,1
1931.08,1
1931.09,1
1931.1,1
1931.11,1
1931.12,1
1932.01,1
1932.02,1
1932.03,1
1932.04,1
1932.05,1
1932.06,1
1932.07,1
1932.08,1
1932.09,1
1932.1,1
1932.11,1
1932.12,1
1933.01,1
1933.02,1
1933.03,0
1933.04,0
1933.05,0
1933.06,0
1933.07,0
1933.08,0
1933.09,0
1933.1,0
1933.11,0
1933.12,0
1934.01,0
1934.02,0
1934.03,0
1934.04,0
1934.05,0
1934.06,0
1934.07,0
1934.08,0
1934.09,0
1934.1,0
1934.11,0
1934.12,0
1935.01,0
1935.02,0
1935.03,0
1935.04,0
1935.05,0
1935.06,0
1935.07,0
1935.08,0
1935.09,0
1935.1,0
1935.11,0
1935.12,0
1936.01,0
1936.02,0
1936.03,0
1936.04,0
1936.05,0
1936.06,0
1936.07,0
1936.08,0
1936.09,0
1936.1,0
1936.11,0
1936.12,0
1937.01,0
1937.02,0
1937.03,0
1937.04,0
1937.05,0
1937.06,0
1937.07,0
1937.08,0
1937.09,0
1937.1,0
1937.11,0
1937.12,0
1938.01,0
1938.02,0
1938.03,0
1938.04,0
1938.05,0
1938.06,0
1938.07,0
1938.08,0
1938.09,0
1938.1,0
1938.11,0
1938.12,0
1939.01,0
1939.02,0
1939.03,0
1939.04,0
1939.05,0
1939.06,0
1939.07,0
1939.08,0
1939.09,0
1939.1,0
1939.11,0
1939.12,0
1940.01,0
1940.02,0
1940.03,0
1940.04,0
1940.05,0
1940.06,0
1940.07,0
1940.08,0
1940.09,0
1940.1,0
1940.11,0
1940.12,0
1941.01,0
1941.02,0
1941.03,0
1941.04,0
1941.05,0
1941.06,0
1941.07,0
1941.08,0
1941.09,0
1941.1,0
1941.11,0
1941.12,0
1942.01,0
1942.02,0
1942.03,0
1942.04,0
1942.05,0
1942.06,0
1942.07,0
1942.08,0
1942.09,0
1942.1,0
1942.11,0
1942.12,0
1943.01,0
1943.02,0
1943.03,0
1943.04,0
1943.05,0
1943.06,0
1943.07,0
1943.08,0
1943.09,0
1943.1,0
1943.11,0
1943.12,0
1944.01,0
1944.02,0
1944.03,0
1944.04,0
1944.05,0
1944.06,0
1944.07,0
1944.08,0
1944.09,0
1944.1,0
1944.11,0
1944.12,0
1945.01,0
1945.02,0
1945.03,0
1945.04,0
1945.05,0
1945.06,0
1945.07,0
1945.08,0
1945.09,0
1945.1,0
1945.11,0
1945.12,0
1946.01,0
1946.02,0
1946.03,0
1946.04,0
1946.05,0
1946.06,0
1946.07,0
1946.08,0
1946.09,0
1946.1,0
1946.11,0
1946.12,0
1947.01,0
1947.02,0
1947.03,0
1947.04,0
1947.05,0
1947.06,0
1947.07,0
1947.08,0
1947.09,0
1947.1,0
1947.11,0
1947.12,0
1948.01,0
1948.02,0
1948.03,0
1948.04,0
1948.05,0
1948.06,0
1948.07,0
1948.08,0
1948.09,0
1948.1,0
1948.11,0
1948.12,0
1949.01,0
1949.02,0
1949.03,0
1949.04,0
1949.05,0
1949.06,0
1949.07,0
1949.08,0
1949.09,0
1949.1,0
1949.11,0
1949.12,0
1950.01,0
1950.02,0
1950.03,0
1950.04,0
1950.05,0
1950.06,0
1950.07,0
1950.08,0
1950.09,0
1950.1,0
1950.11,0
1950.12,0
1951.01,0
1951.02,0
1951.03,0
1951.04,0
1951.05,0
1951.06,0
1951.07,0
1951.08,0
1951.09,0
1951.1,0
1951.11,0
1951.12,0
1952.01,0
1952.02,0
1952.03,0
1952.04,0
1952.05,0
1952.06,0
1952.07,0
1952.08,0
1952.09,0
1952.1,0
1952.11,0
1952.12,0
1953.01,0
1953.02,1
1953.03,1
1953.04,1
1953.05,1
1953.06,1
1953.07,1
1953.08,1
1953.09,1
1953.1,1
1953.11,1
1953.12,1
1954.01,1
1954.02,1
1954.03,1
1954.04,1
1954.05,1
1954.06,1
1954.07,1
1954.08,1
1954.09,1
1954.1,1
1954.11,1
1954.12,1
1955.01,1
1955.02,1
1955.03,1
1955.04,1
1955.05,1
1955.06,1
1955.07,1
1955.08,1
1955.09,1
1955.1,1
1955.11,1
1955.12,1
1956.01,1
1956.02,1
1956.03,1
1956.04,1
1956.05,1
1956.06,1
1956.07,1
1956.08,1
1956.09,1
1956.1,1
1956.11,1
1956.12,1
1957.01,1
1957.02,1
1957.03,1
1957.04,1
1957.05,1
1957.06,1
1957.07,1
1957.08,1
1957.09,1
1957.1,1
1957.11,1
1957.12,1
1958.01,1
1958.02,1
1958.03,1
1958.04,1
1958.05,1
1958.06,1
1958.07,1
1958.08,1
1958.09,1
1958.1,1
1958.11,1
1958.12,1
1959.01,1
1959.02,1
1959.03,1
1959.04,1
1959.05,1
1959.06,1
1959.07,1
1959.08,1
1959.09,1
1959.1,1
1959.11,1
1959.12,1
1960.01,1
1960.02,1
1960.03,1
1960.04,1
1960.05,1
1960.06,1
1960.07,1
1960.08,1
1960.09,1
1960.1,1
1960.11,1
1960.12,1
1961.01,1
1961.02,0
1961.03,0
1961.04,0
1961.05,0
1961.06,0
1961.07,0
1961.08,0
1961.09,0
1961.1,0
1961.11,0
1961.12,0
1962.01,0
1962.02,0
1962.03,0
1962.04,0
1962.05,0
1962.06,0
1962.07,0
1962.08,0
1962.09,0
1962.1,0
1962.11,0
1962.12,0
1963.01,0
1963.02,0
1963.03,0
1963.04,0
1963.05,0
1963.06,0
1963.07,0
1963.08,0
1963.09,0
1963.1,0
1963.11,0
1963.12,0
1964.01,0
1964.02,0
1964.03,0
1964.04,0
1964.05,0
1964.06,0
1964.07,0
1964.08,0
1964.09,0
1964.1,0
1964.11,0
1964.12,0
1965.01,0
1965.02,0
1965.03,0
1965.04,0
1965.05,0
1965.06,0
1965.07,0
1965.08,0
1965.09,0
1965.1,0
1965.11,0
1965.12,0
1966.01,0
1966.02,0
1966.03,0
1966.04,0
1966.05,0
1966.06,0
1966.07,0
1966.08,0
1966.09,0
1966.1,0
1966.11,0
1966.12,0
1967.01,0
1967.02,0
1967.03,0
1967.04,0
1967.05,0
1967.06,0
1967.07,0
1967.08,0
1967.09,0
1967.1,0
1967.11,0
1967.12,0
1968.01,0
1968.02,0
1968.03,0
1968.04,0
1968.05,0
1968.06,0
1968.07,0
1968.08,0
1968.09,0
1968.1,0
1968.11,0
1968.12,0
1969.01,0
1969.02,1
1969.03,1
1969.04,1
1969.05,1
1969.06,1
1969.07,1
1969.08,1
1969.09,1
1969.1,1
1969.11,1
1969.12,1
1970.01,1
1970.02,1
1970.03,1
1970.04,1
1970.05,1
1970.06,1
1970.07,1
1970.08,1
1970.09,1
1970.1,1
1970.11,1
1970.12,1
1971.01,1
1971.02,1
1971.03,1
1971.04,1
1971.05,1
1971.06,1
1971.07,1
1971.08,1
1971.09,1
1971.1,1
1971.11,1
1971.12,1
1972.01,1
1972.02,1
1972.03,1
1972.04,1
1972.05,1
1972.06,1
1972.07,1
1972.08,1
1972.09,1
1972.1,1
1972.11,1
1972.12,1
1973.01,1
1973.02,1
1973.03,1
1973.04,1
1973.05,1
1973.06,1
1973.07,1
1973.08,1
1973.09,1
1973.1,1
1973.11,1
1973.12,1
1974.01,1
1974.02,1
1974.03,1
1974.04,1
1974.05,1
1974.06,1
1974.07,1
1974.08,1
1974.09,1
1974.1,1
1974.11,1
1974.12,1
1975.01,1
1975.02,1
1975.03,1
1975.04,1
1975.05,1
1975.06,1
1975.07,1
1975.08,1
1975.09,1
1975.1,1
1975.11,1
1975.12,1
1976.01,1
1976.02,1
1976.03,1
1976.04,1
1976.05,1
1976.06,1
1976.07,1
1976.08,1
1976.09,1
1976.1,1
1976.11,1
1976.12,1
1977.01,1
1977.02,0
1977.03,0
1977.04,0
1977.05,0
1977.06,0
1977.07,0
1977.08,0
1977.09,0
1977.1,0
1977.11,0
1977.12,0
1978.01,0
1978.02,0
1978.03,0
1978.04,0
1978.05,0
1978.06,0
1978.07,0
1978.08,0
1978.09,0
1978.1,0
1978.11,0
1978.12,0
1979.01,0
1979.02,0
1979.03,0
1979.04,0
1979.05,0
1979.06,0
1979.07,0
1979.08,0
1979.09,0
1979.1,0
1979.11,0
1979.12,0
1980.01,0
1980.02,0
1980.03,0
1980.04,0
1980.05,0
1980.06,0
1980.07,0
1980.08,0
1980.09,0
1980.1,0
1980.11,0
1980.12,0
1981.01,0
1981.02,1
1981.03,1
1981.04,1
1981.05,1
1981.06,1
1981.07,1
1981.08,1
1981.09,1
1981.1,1
1981.11,1
1981.12,1
1982.01,1
1982.02,1
1982.03,1
1982.04,1
1982.05,1
1982.06,1
1982.07,1
1982.08,1
1982.09,1
1982.1,1
1982.11,1
1982.12,1
1983.01,1
1983.02,1
1983.03,1
1983.04,1
1983.05,1
1983.06,1
1983.07,1
1983.08,1
1983.09,1
1983.1,1
1983.11,1
1983.12,1
1984.01,1
1984.02,1
1984.03,1
1984.04,1
1984.05,1
1984.06,1
1984.07,1
1984.08,1
1984.09,1
1984.1,1
1984.11,1
1984.12,1
1985.01,1
1985.02,1
1985.03,1
1985.04,1
1985.05,1
1985.06,1
1985.07,1
1985.08,1
1985.09,1
1985.1,1
1985.11,1
1985.12,1
1986.01,1
1986.02,1
1986.03,1
1986.04,1
1986.05,1
1986.06,1
1986.07,1
1986.08,1
1986.09,1
1986.1,1
1986.11,1
1986.12,1
1987.01,1
1987.02,1
1987.03,1
1987.04,1
1987.05,1
1987.06,1
1987.07,1
1987.08,1
1987.09,1
1987.1,1
1987.11,1
1987.12,1
1988.01,1
1988.02,1
1988.03,1
1988.04,1
1988.05,1
1988.06,1
1988.07,1
1988.08,1
1988.09,1
1988.1,1
1988.11,1
1988.12,1
1989.01,1
1989.02,1
1989.03,1
1989.04,1
1989.05,1
1989.06,1
1989.07,1
1989.08,1
1989.09,1
1989.1,1
1989.11,1
1989.12,1
1990.01,1
1990.02,1
1990.03,1
1990.04,1
1990.05,1
1990.06,1
1990.07,1
1990.08,1
1990.09,1
1990.1,1
1990.11,1
1990.12,1
1991.01,1
1991.02,1
1991.03,1
1991.04,1
1991.05,1
1991.06,1
1991.07,1
1991.08,1
1991.09,1
1991.1,1
1991.11,1
1991.12,1
1992.01,1
1992.02,1
1992.03,1
1992.04,1
1992.05,1
1992.06,1
1992.07,1
1992.08,1
1992.09,1
1992.1,1
1992.11,1
1992.12,1
1993.01,1
1993.02,0
1993.03,0
1993.04,0
1993.05,0
1993.06,0
1993.07,0
1993.08,0
1993.09,0
1993.1,0
1993.11,0
1993.12,0
1994.01,0
1994.02,0
1994.03,0
1994.04,0
1994.05,0
1994.06,0
1994.07,0
1994.08,0
1994.09,0
1994.1,0
1994.11,0
1994.12,0
1995.01,0
1995.02,0
1995.03,0
1995.04,0
1995.05,0
1995.06,0
1995.07,0
1995.08,0
1995.09,0
1995.1,0
1995.11,0
1995.12,0
1996.01,0
1996.02,0
1996.03,0
1996.04,0
1996.05,0
1996.06,0
1996.07,0
1996.08,0
1996.09,0
1996.1,0
1996.11,0
1996.12,0
1997.01,0
1997.02,0
1997.03,0
1997.04,0
1997.05,0
1997.06,0
1997.07,0
1997.08,0
1997.09,0
1997.1,0
1997.11,0
1997.12,0
1998.01,0
1998.02,0
1998.03,0
1998.04,0
1998.05,0
1998.06,0
1998.07,0
1998.08,0
1998.09,0
1998.1,0
1998.11,0
1998.12,0
1999.01,0
1999.02,0
1999.03,0
1999.04,0
1999.05,0
1999.06,0
1999.07,0
1999.08,0
1999.09,0
1999.1,0
1999.11,0
1999.12,0
2000.01,0
2000.02,0
2000.03,0
2000.04,0
2000.05,0
2000.06,0
2000.07,0
2000.08,0
2000.09,0
2000.1,0
2000.11,0
2000.12,0
2001.01,0
2001.02,1
2001.03,1
2001.04,1
2001.05,1
2001.06,1
2001.07,1
2001.08,1
2001.09,1
2001.1,1
2001.11,1
2001.12,1
2002.01,1
2002.02,1
2002.03,1
2002.04,1
2002.05,1
2002.06,1
2002.07,1
2002.08,1
2002.09,1
2002.1,1
2002.11,1
2002.12,1
2003.01,1
2003.02,1
2003.03,1
2003.04,1
2003.05,1
2003.06,1
2003.07,1
2003.08,1
2003.09,1
2003.1,1
2003.11,1
2003.12,1
2004.01,1
2004.02,1
2004.03,1
2004.04,1
2004.05,1
2004.06,1
2004.07,1
2004.08,1
2004.09,1
2004.1,1
2004.11,1
2004.12,1
2005.01,1
2005.02,1
2005.03,1
2005.04,1
2005.05,1
2005.06,1
2005.07,1
2005.08,1
2005.09,1
2005.1,1
2005.11,1
2005.12,1
2006.01,1
2006.02,1
2006.03,1
2006.04,1
2006.05,1
2006.06,1
2006.07,1
2006.08,1
2006.09,1
2006.1,1
2006.11,1
2006.12,1
2007.01,1
2007.02,1
2007.03,1
2007.04,1
2007.05,1
2007.06,1
2007.07,1
2007.08,1
2007.09,1
2007.1,1
2007.11,1
2007.12,1
2008.01,1
2008.02,1
2008.03,1
2008.04,1
2008.05,1
2008.06,1
2008.07,1
2008.08,1
2008.09,1
2008.1,1
2008.11,1
2008.12,1
2009.01,1
2009.02,0
2009.03,0
2009.04,0
2009.05,0
2009.06,0
2009.07,0
2009.08,0
2009.09,0
2009.1,0
2009.11,0
2009.12,0
2010.01,0
2010.02,0
2010.03,0
2010.04,0
2010.05,0
2010.06,0
2010.07,0
2010.08,0
2010.09,0
2010.1,0
2010.11,0
2010.12,0
2011.01,0
2011.02,0
2011.03,0
2011.04,0
2011.05,0
2011.06,0
2011.07,0
2011.08,0
2011.09,0
2011.1,0
2011.11,0
2011.12,0
2012.01,0
2012.02,0
2012.03,0
2012.04,0
2012.05,0
2012.06,0
2012.07,0
2012.08,0
2012.09,0
2012.1,0
2012.11,0
2012.12,0
2013.01,0
2013.02,0
2013.03,0
2013.04,0
2013.05,0
2013.06,0
2013.07,0
2013.08,0
2013.09,0
2013.1,0
2013.11,0
2013.12,0
2014.01,0
2014.02,0
2014.03,0
2014.04,0
2014.05,0
2014.06,0
2014.07,0
2014.08,0
2014.09,0
2014.1,0
2014.11,0
2014.12,0
2015.01,0
2015.02,0
2015.03,0
2015.04,0
2015.05,0
2015.06,0
2015.07,0
2015.08,0
2015.09,0
2015.1,0
2015.11,0
2015.12,0
2016.01,0
2016.02,0
2016.03,0
2016.04,0
2016.05,0
2016.06,0
2016.07,0
2016.08,0
2016.09,0
2016.1,0
2016.11,0
2016.12,0
2017.01,0
2017.02,1
2017.03,1
2017.04,1
2017.05,1
2017.06,1
2017.07,1
2017.08,1
2017.09,1
2017.1,1
2017.11,1
2017.12,1
2018.01,1
2018.02,1
2018.03,1
2018.04,1
2018.05,1
2018.06,1
2018.07,1
2018.08,1
2018.09,1
2018.1,1
2018.11,1
2018.12,1
2019.01,1
2019.02,1
2019.03,1
2019.04,1
2019.05,1
2019.06,1
2019.07,1
2019.08,1
2019.09,1
2019.1,1
2019.11,1
2019.12,1
2020.01,1
2020.02,1
2020.03,1
2020.04,1
2020.05,1
2020.06,1
2020.07,1
2020.08,1
2020.09,1
2020.1,1
2020.11,1
2020.12,1
2021.01,1
2021.02,0
2021.03,0
2021.04,0
2021.05,0
2021.06,0
2021.07,0
2021.08,0
2021.09,0
2021.1,0
2021.11,0
2021.12,0
2022.01,0
2022.02,0
2022.03,0
2022.04,0
2022.05,0
2022.06,0
2022.07,0
2022.08,0
2022.09,0
2022.1,0
2022.11,0
2022.12,0
2023.01,0
2023.02,0
2023.03,0
2023.04,0
2023.05,0
2023.06,0
2023.07,0
